,news_id,tweet_id,reply_id,tweet_detail,replies_detail
72,115,1249689752154132483,"[1250099245300015105, 1250100793102999558, 1250007509533941760, 1250007951982485504, 1250060229645131779, 1250060889711140870, 1249982352123727875, 1249982972805230592, 1250063111668862976, 1250065167985127424, 1249995329593847808, 1250056901599076357, 1250057762110877705, 1250126774358376449, 1250129957210251267, 1249716019079380992, 1249780189569171463, 1249753661464600577, 1249777685846425600, 1250023752256999425, 1249811213158092808, 1249764822067093506, 1249718049588088833, 1249852037371740163, 1249813325111853056, 1249786454768848897, 1249889091258404867, 1249777353225572353, 1250084210741821446, 1250089997274951682, 1249995423244111874, 1250059195807862794, 1250083547450392581, 1250384410567942144, 1249732540639969280, 1249757347746140160, 1249780394792300545, 1249811661906739207, 1249823348575657984, 1249828584904175619, 1249847046431014913, 1249867796609216512, 1249953942580137984, 1249963457392390144, 1250043667710193670, 1250087686305714176, 1251774260831498240, 1249800877633933315, 1249801247844114433, 1249733311309713410, 1249767035518795778, 1249774414398394372, 1249775995013533699, 1249794699197665290, 1249831053293953027, 1249831925721808899, 1249844967398203394, 1249869150778003458, 1249873303151546368, 1249935974978764800, 1249937203075178496, 1249946218622521345, 1249959790907805696, 1249974794721939456, 1249983246802305025, 1249981707069140992, 1249995699900444672, 1249996384633266176, 1250006402267000833, 1250011227582943233, 1250035289365581824, 1250051652566089731, 1250066805160321025, 1250078525383557125, 1250082676381569031, 1250114862560219139, 1249747012393861121, 1249739785947807744, 1249737211525746689, 1249830037450260483, 1249722930524753920, 1249711922930495490, 1249786945481424896, 1249698602101997569, 1249696163256840192, 1249782197806075908, 1249802243215368195, 1250010489331081216, 1249726926144626689, 1250048255901261825, 1250118138978541568, 1250215706949324800, 1250301036054503430, 1249790217969598472, 1249802231236485120, 1249803616581496834, 1249829501493624834, 1249931585966804992, 1249944028306714626, 1249950767290646529, 1249969241366855681, 1250131365409980417, 1249713599314046977, 1249768265011863553, 1249955707585208320, 1250006970054082561, 1250007393045528577, 1250059716396531714, 1250098179137327106, 1250314017316286465, 1250318184168574977, 1250431071037952001, 1250439853499543554, 1250384954103681025, 1249781720716640256, 1249820929615695881, 1249732138943078403, 1250151740579733506, 1249731108561960960, 1249745880728522753, 1249748281078566916, 1250082404573818883, 1250104320290414598, 1250133807283474432, 1249699404321361921, 1249727353716191240, 1249709241314705408, 1249709609847316480, 1249719624884764679, 1249720727026184192, 1249730815573012483, 1249761848095883265]","[datetime.date(2020, 4, 13), 1249689752154132483, 2397132581]","[[datetime.date(2020, 4, 13), 1249696163256840192, 1121364661897658368], [datetime.date(2020, 4, 13), 1249698602101997569, 810240778358390784], [datetime.date(2020, 4, 13), 1249699404321361921, 955570128212627456], [datetime.date(2020, 4, 13), 1249709241314705408, 866400144631230464], [datetime.date(2020, 4, 13), 1249709609847316480, 1130338162520145920], [datetime.date(2020, 4, 13), 1249711922930495490, 1040969561556897793], [datetime.date(2020, 4, 13), 1249713599314046977, 61317568], [datetime.date(2020, 4, 13), 1249716019079380992, 1198357508676558861], [datetime.date(2020, 4, 13), 1249718049588088833, 863706786087534592], [datetime.date(2020, 4, 13), 1249719624884764679, 877867496736534528], [datetime.date(2020, 4, 13), 1249720727026184192, 1106271], [datetime.date(2020, 4, 13), 1249722930524753920, 3390757635], [datetime.date(2020, 4, 13), 1249726926144626689, 527818328], [datetime.date(2020, 4, 13), 1249727353716191240, 1969178839], [datetime.date(2020, 4, 13), 1249730815573012483, 1164474983256678401], [datetime.date(2020, 4, 13), 1249731108561960960, 35170255], [datetime.date(2020, 4, 13), 1249732138943078403, 2303220941], [datetime.date(2020, 4, 13), 1249732540639969280, 1211560360802541570], [datetime.date(2020, 4, 13), 1249733311309713410, 1087794331518488576], [datetime.date(2020, 4, 13), 1249737211525746689, 1056622253507514370], [datetime.date(2020, 4, 13), 1249739785947807744, 2397132581], [datetime.date(2020, 4, 13), 1249745880728522753, 1072828573524742145], [datetime.date(2020, 4, 13), 1249747012393861121, 2753633829], [datetime.date(2020, 4, 13), 1249748281078566916, 1063708014040047616], [datetime.date(2020, 4, 13), 1249753661464600577, 470609212], [datetime.date(2020, 4, 13), 1249757347746140160, 152725144], [datetime.date(2020, 4, 13), 1249761848095883265, 615220378], [datetime.date(2020, 4, 13), 1249764822067093506, 1082202293280391169], [datetime.date(2020, 4, 13), 1249767035518795778, 346761373], [datetime.date(2020, 4, 13), 1249768265011863553, 599179967], [datetime.date(2020, 4, 13), 1249774414398394372, 1110604260755034112], [datetime.date(2020, 4, 13), 1249775995013533699, 354296272], [datetime.date(2020, 4, 13), 1249777353225572353, 2796464188], [datetime.date(2020, 4, 13), 1249777685846425600, 2796464188], [datetime.date(2020, 4, 13), 1249780189569171463, 849379033], [datetime.date(2020, 4, 13), 1249780394792300545, 19337569], [datetime.date(2020, 4, 13), 1249781720716640256, 832692898739036160], [datetime.date(2020, 4, 13), 1249782197806075908, 1739834460], [datetime.date(2020, 4, 13), 1249786454768848897, 796522592], [datetime.date(2020, 4, 13), 1249786945481424896, 245999168], [datetime.date(2020, 4, 13), 1249790217969598472, 2976362873], [datetime.date(2020, 4, 13), 1249794699197665290, 754716425374277632], [datetime.date(2020, 4, 13), 1249800877633933315, 892679001038303232], [datetime.date(2020, 4, 13), 1249801247844114433, 892679001038303232], [datetime.date(2020, 4, 13), 1249802231236485120, 1159101925494808582], [datetime.date(2020, 4, 13), 1249802243215368195, 1155494935371624448], [datetime.date(2020, 4, 13), 1249803616581496834, 2523322620], [datetime.date(2020, 4, 13), 1249811213158092808, 302877280], [datetime.date(2020, 4, 13), 1249811661906739207, 1162340109691301888], [datetime.date(2020, 4, 13), 1249813325111853056, 1035598910310559744], [datetime.date(2020, 4, 13), 1249820929615695881, 439504115], [datetime.date(2020, 4, 13), 1249823348575657984, 232618826], [datetime.date(2020, 4, 13), 1249828584904175619, 83392005], [datetime.date(2020, 4, 13), 1249829501493624834, 1161152654], [datetime.date(2020, 4, 13), 1249830037450260483, 1446446204], [datetime.date(2020, 4, 13), 1249831053293953027, 746832585892970496], [datetime.date(2020, 4, 13), 1249831925721808899, 724514225108979713], [datetime.date(2020, 4, 13), 1249844967398203394, 1231531338], [datetime.date(2020, 4, 13), 1249847046431014913, 1181999479920181248], [datetime.date(2020, 4, 14), 1249852037371740163, 59100704], [datetime.date(2020, 4, 14), 1249867796609216512, 19464322], [datetime.date(2020, 4, 14), 1249869150778003458, 1122887495199461376], [datetime.date(2020, 4, 14), 1249873303151546368, 109764551], [datetime.date(2020, 4, 14), 1249889091258404867, 948293369297588224], [datetime.date(2020, 4, 14), 1249931585966804992, 1205249133138923520], [datetime.date(2020, 4, 14), 1249935974978764800, 1010445760935223298], [datetime.date(2020, 4, 14), 1249937203075178496, 282479448], [datetime.date(2020, 4, 14), 1249944028306714626, 308310960], [datetime.date(2020, 4, 14), 1249946218622521345, 1206918876535148544], [datetime.date(2020, 4, 14), 1249950767290646529, 421139750], [datetime.date(2020, 4, 14), 1249953942580137984, 24147426], [datetime.date(2020, 4, 14), 1249955707585208320, 829072596981391360], [datetime.date(2020, 4, 14), 1249959790907805696, 58148122], [datetime.date(2020, 4, 14), 1249963457392390144, 1128293507431579650], [datetime.date(2020, 4, 14), 1249969241366855681, 79999239], [datetime.date(2020, 4, 14), 1249974794721939456, 3393877677], [datetime.date(2020, 4, 14), 1249981707069140992, 395591494], [datetime.date(2020, 4, 14), 1249982352123727875, 147510631], [datetime.date(2020, 4, 14), 1249982972805230592, 2397132581], [datetime.date(2020, 4, 14), 1249983246802305025, 2397132581], [datetime.date(2020, 4, 14), 1249995329593847808, 2397132581], [datetime.date(2020, 4, 14), 1249995423244111874, 917629229260345344], [datetime.date(2020, 4, 14), 1249995699900444672, 869786496378650624], [datetime.date(2020, 4, 14), 1249996384633266176, 2397132581], [datetime.date(2020, 4, 14), 1250006402267000833, 727137754614734849], [datetime.date(2020, 4, 14), 1250006970054082561, 1601618144], [datetime.date(2020, 4, 14), 1250007393045528577, 2397132581], [datetime.date(2020, 4, 14), 1250007509533941760, 1249435530753765377], [datetime.date(2020, 4, 14), 1250007951982485504, 2397132581], [datetime.date(2020, 4, 14), 1250010489331081216, 318068187], [datetime.date(2020, 4, 14), 1250011227582943233, 4694113098], [datetime.date(2020, 4, 14), 1250023752256999425, 1077703842148438016], [datetime.date(2020, 4, 14), 1250035289365581824, 1217435766797807616], [datetime.date(2020, 4, 14), 1250043667710193670, 87777443], [datetime.date(2020, 4, 14), 1250048255901261825, 853570122], [datetime.date(2020, 4, 14), 1250051652566089731, 19016170], [datetime.date(2020, 4, 14), 1250056901599076357, 23328776], [datetime.date(2020, 4, 14), 1250057762110877705, 2397132581], [datetime.date(2020, 4, 14), 1250059195807862794, 2397132581], [datetime.date(2020, 4, 14), 1250059716396531714, 2397132581], [datetime.date(2020, 4, 14), 1250060229645131779, 1024322904], [datetime.date(2020, 4, 14), 1250060889711140870, 2397132581], [datetime.date(2020, 4, 14), 1250063111668862976, 1286896944], [datetime.date(2020, 4, 14), 1250065167985127424, 2397132581], [datetime.date(2020, 4, 14), 1250066805160321025, 1247636917795028992], [datetime.date(2020, 4, 14), 1250078525383557125, 1238537578342518784], [datetime.date(2020, 4, 14), 1250082404573818883, 1209019145758609408], [datetime.date(2020, 4, 14), 1250082676381569031, 1209019145758609408], [datetime.date(2020, 4, 14), 1250083547450392581, 2362762537], [datetime.date(2020, 4, 14), 1250084210741821446, 2362762537], [datetime.date(2020, 4, 14), 1250087686305714176, 993485920048500736], [datetime.date(2020, 4, 14), 1250089997274951682, 1083147769], [datetime.date(2020, 4, 14), 1250098179137327106, 2397132581], [datetime.date(2020, 4, 14), 1250099245300015105, 871663109550870530], [datetime.date(2020, 4, 14), 1250100793102999558, 871663109550870530], [datetime.date(2020, 4, 14), 1250104320290414598, 140507132], [datetime.date(2020, 4, 14), 1250114862560219139, 3883590015], [datetime.date(2020, 4, 14), 1250118138978541568, 937419914998149125], [datetime.date(2020, 4, 14), 1250126774358376449, 117148020], [datetime.date(2020, 4, 14), 1250129957210251267, 2397132581], [datetime.date(2020, 4, 14), 1250131365409980417, 65380909], [datetime.date(2020, 4, 14), 1250133807283474432, 1645456411], [datetime.date(2020, 4, 14), 1250151740579733506, 2171095899], [datetime.date(2020, 4, 15), 1250215706949324800, 737125273204727809], [datetime.date(2020, 4, 15), 1250301036054503430, 780071046607233024], [datetime.date(2020, 4, 15), 1250314017316286465, 3377188983], [datetime.date(2020, 4, 15), 1250318184168574977, 2397132581], [datetime.date(2020, 4, 15), 1250384410567942144, 791318400], [datetime.date(2020, 4, 15), 1250384954103681025, 2397132581], [datetime.date(2020, 4, 15), 1250431071037952001, 294668115], [datetime.date(2020, 4, 15), 1250439853499543554, 2397132581], [datetime.date(2020, 4, 19), 1251774260831498240, 1044593614855294976]]"
73,115,1249717295720665089,[1249828109198688259],"[datetime.date(2020, 4, 13), 1249717295720665089, 838350024]","[[datetime.date(2020, 4, 13), 1249828109198688259, 1243978445673160704]]"
74,115,1249743504198295554,[1249751890583117825],"[datetime.date(2020, 4, 13), 1249743504198295554, 2999970298]","[[datetime.date(2020, 4, 13), 1249751890583117825, 1212460952118947840]]"
75,115,1249815673917890563,"[1249933251172540416, 1250001005716144131, 1250044430415024130]","[datetime.date(2020, 4, 13), 1249815673917890563, 230797688]","[[datetime.date(2020, 4, 14), 1249933251172540416, 3221075607], [datetime.date(2020, 4, 14), 1250001005716144131, 230797688], [datetime.date(2020, 4, 14), 1250044430415024130, 1096471088]]"
76,115,1249869038060285954,[1249886753273589761],"[datetime.date(2020, 4, 14), 1249869038060285954, 3328457529]","[[datetime.date(2020, 4, 14), 1249886753273589761, 761466709]]"
77,115,1249964849284567041,"[1249970593925156864, 1249974479746261004]","[datetime.date(2020, 4, 14), 1249964849284567041, 456823657]","[[datetime.date(2020, 4, 14), 1249970593925156864, 1097035506251108352], [datetime.date(2020, 4, 14), 1249974479746261004, 1439311440]]"
78,115,1249985666470932481,"[1250333806415867904, 1249994593128476675]","[datetime.date(2020, 4, 14), 1249985666470932481, 173146521]","[[datetime.date(2020, 4, 14), 1249994593128476675, 1601965322], [datetime.date(2020, 4, 15), 1250333806415867904, 789292509537013761]]"
79,115,1250041866323623936,[1250042945434202112],"[datetime.date(2020, 4, 14), 1250041866323623936, 3381891372]","[[datetime.date(2020, 4, 14), 1250042945434202112, 3191347545]]"
80,115,1250061432684777474,"[1250064928397983746, 1250065481366679555]","[datetime.date(2020, 4, 14), 1250061432684777474, 1621271]","[[datetime.date(2020, 4, 14), 1250064928397983746, 1621271], [datetime.date(2020, 4, 14), 1250065481366679555, 1621271]]"
81,115,1250092651421958146,"[1250449254167928832, 1250450370972626944, 1250985903809429506, 1251531790549782532, 1251883719817703424, 1251903303278944256, 1252037178462400512, 1252086460225744896, 1252431106843873286, 1252897759155204099, 1253124207090601985, 1253163947621924864]","[datetime.date(2020, 4, 14), 1250092651421958146, 528039191]","[[datetime.date(2020, 4, 15), 1250449254167928832, 528039191], [datetime.date(2020, 4, 15), 1250450370972626944, 528039191], [datetime.date(2020, 4, 17), 1250985903809429506, 528039191], [datetime.date(2020, 4, 18), 1251531790549782532, 528039191], [datetime.date(2020, 4, 19), 1251883719817703424, 528039191], [datetime.date(2020, 4, 19), 1251903303278944256, 528039191], [datetime.date(2020, 4, 20), 1252037178462400512, 528039191], [datetime.date(2020, 4, 20), 1252086460225744896, 528039191], [datetime.date(2020, 4, 21), 1252431106843873286, 528039191], [datetime.date(2020, 4, 22), 1252897759155204099, 528039191], [datetime.date(2020, 4, 23), 1253124207090601985, 528039191], [datetime.date(2020, 4, 23), 1253163947621924864, 528039191]]"
82,115,1250319657984126981,[1250333793648398339],"[datetime.date(2020, 4, 15), 1250319657984126981, 4212197895]","[[datetime.date(2020, 4, 15), 1250333793648398339, 4212197895]]"
83,115,1250840299296837634,"[1246770260994191366, 1250608213440909313]","[datetime.date(2020, 4, 16), 1250840299296837634, 1198087059254079489]","[[datetime.date(2020, 4, 5), 1246770260994191366, 1198087059254079489], [datetime.date(2020, 4, 16), 1250608213440909313, 1198087059254079489]]"
84,124,1248199567562223619,"[1248199768435818496, 1248285837160337409]","[datetime.date(2020, 4, 9), 1248199567562223619, 330396750]","[[datetime.date(2020, 4, 9), 1248199768435818496, 1220670912393097217], [datetime.date(2020, 4, 9), 1248285837160337409, 1239971217991290880]]"
85,200,1243215342102593540,"[1243687983762546688, 1243215858547208194, 1243495544825229313, 1243497250531291138, 1243216815439917062, 1243215943691632640, 1243994927408779264, 1243520379710312450, 1243529567668707328, 1243494697416429568, 1243507218827358209, 1243537936349630464, 1243590908974706688, 1243633896257925122]","[datetime.date(2020, 3, 26), 1243215342102593540, 209996135]","[[datetime.date(2020, 3, 26), 1243215858547208194, 237824559], [datetime.date(2020, 3, 26), 1243215943691632640, 195647315], [datetime.date(2020, 3, 26), 1243216815439917062, 303045116], [datetime.date(2020, 3, 27), 1243494697416429568, 388218649], [datetime.date(2020, 3, 27), 1243495544825229313, 2909726481], [datetime.date(2020, 3, 27), 1243497250531291138, 971755836203831296], [datetime.date(2020, 3, 27), 1243507218827358209, 1460958716], [datetime.date(2020, 3, 27), 1243520379710312450, 170010545], [datetime.date(2020, 3, 27), 1243529567668707328, 2486403892], [datetime.date(2020, 3, 27), 1243537936349630464, 551635895], [datetime.date(2020, 3, 27), 1243590908974706688, 185500736], [datetime.date(2020, 3, 27), 1243633896257925122, 883647992686891013], [datetime.date(2020, 3, 27), 1243687983762546688, 2989767555], [datetime.date(2020, 3, 28), 1243994927408779264, 209996135]]"
86,200,1243217262502449155,"[1243218906845773825, 1243220377377091588]","[datetime.date(2020, 3, 26), 1243217262502449155, 3339105166]","[[datetime.date(2020, 3, 26), 1243218906845773825, 737148028478447620], [datetime.date(2020, 3, 26), 1243220377377091588, 3339105166]]"
87,200,1243324096982720512,"[1243670174693277700, 1243324668771282944]","[datetime.date(2020, 3, 26), 1243324096982720512, 719276597874974723]","[[datetime.date(2020, 3, 26), 1243324668771282944, 2839909750], [datetime.date(2020, 3, 27), 1243670174693277700, 960928981863329794]]"
88,200,1243436899240378370,[1243857866563387393],"[datetime.date(2020, 3, 27), 1243436899240378370, 415728153]","[[datetime.date(2020, 3, 28), 1243857866563387393, 877944068260679680]]"
89,200,1243451928870346753,"[1243497368072454144, 1243518029859864577]","[datetime.date(2020, 3, 27), 1243451928870346753, 1069264064424099846]","[[datetime.date(2020, 3, 27), 1243497368072454144, 2617647975], [datetime.date(2020, 3, 27), 1243518029859864577, 1069264064424099846]]"
90,200,1243488138284150786,[1243490318567309314],"[datetime.date(2020, 3, 27), 1243488138284150786, 1194341153019191297]","[[datetime.date(2020, 3, 27), 1243490318567309314, 1194341153019191297]]"
91,200,1243510174486274050,"[1243514932018249734, 1243532994826117121]","[datetime.date(2020, 3, 27), 1243510174486274050, 15712211]","[[datetime.date(2020, 3, 27), 1243514932018249734, 266776938], [datetime.date(2020, 3, 27), 1243532994826117121, 15712211]]"
92,200,1243518717419556866,"[1243521811486248960, 1243520190035394560, 1243519528103022593, 1243520192279347204, 1243520821634662400, 1243533615188893696, 1243537141805785096, 1243740991678341121, 1243761708729913345, 1243794330462158848, 1243859906244956160, 1243935779853750274, 1243521762681188352, 1243521172945461248, 1244118704821944321, 1243520049052184578, 1243522561259876352, 1243535921363943426, 1243704571874033667, 1244806572628312065]","[datetime.date(2020, 3, 27), 1243518717419556866, 1430207376]","[[datetime.date(2020, 3, 27), 1243519528103022593, 3142438940], [datetime.date(2020, 3, 27), 1243520049052184578, 808312070542360576], [datetime.date(2020, 3, 27), 1243520190035394560, 3241380668], [datetime.date(2020, 3, 27), 1243520192279347204, 947270202298945539], [datetime.date(2020, 3, 27), 1243520821634662400, 58832770], [datetime.date(2020, 3, 27), 1243521172945461248, 2864194124], [datetime.date(2020, 3, 27), 1243521762681188352, 731193252], [datetime.date(2020, 3, 27), 1243521811486248960, 3048275394], [datetime.date(2020, 3, 27), 1243522561259876352, 942691826997149702], [datetime.date(2020, 3, 27), 1243533615188893696, 1216664607068213248], [datetime.date(2020, 3, 27), 1243535921363943426, 450820126], [datetime.date(2020, 3, 27), 1243537141805785096, 1052646812874625024], [datetime.date(2020, 3, 28), 1243704571874033667, 1201445616380825601], [datetime.date(2020, 3, 28), 1243740991678341121, 2912727690], [datetime.date(2020, 3, 28), 1243761708729913345, 1220588332972797952], [datetime.date(2020, 3, 28), 1243794330462158848, 1216351578120249345], [datetime.date(2020, 3, 28), 1243859906244956160, 131744600], [datetime.date(2020, 3, 28), 1243935779853750274, 2572621642], [datetime.date(2020, 3, 29), 1244118704821944321, 65869363], [datetime.date(2020, 3, 31), 1244806572628312065, 14088418]]"
